Name,Time,Cost,Resource,Image
Pet House 8,475200,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/2d/Pet_House8.png
Pet House 9,518400,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/6e/Pet_House9.png
Pet House 10,604800,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/60/Pet_House10.png
Pet House 11,691200,16500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/bf/Pet_House11.png
Pet House 12,1166400,25500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e6/Pet_House12.png
Barbarian King 1,0,0,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 2,7200,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 3,14400,5500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 4,28800,6000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 5,36000,6500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 6,43200,7000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 7,50400,7500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 8,57600,8000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 9,64800,8500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 10,72000,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 11,79200,10500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 12,86400,11000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 13,86400,11500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 14,86400,12000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 15,86400,12500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 16,86400,13000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 17,86400,13500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 18,86400,14000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 19,86400,14500,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 20,86400,15000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 21,86400,17000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 22,86400,19000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 23,86400,21000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 24,86400,23000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 25,86400,25000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 26,172800,27000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 27,172800,29000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 28,172800,31000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 29,172800,33000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 30,172800,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 31,194400,37000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 32,194400,39000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 33,194400,41000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 34,194400,43000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 35,194400,45000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 36,194400,47000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 37,194400,49000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 38,194400,51000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 39,194400,53000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 40,194400,55000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 41,259200,58000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 42,259200,61000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 43,259200,64000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 44,259200,67000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 45,259200,70000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 46,259200,73000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 47,259200,76000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 48,259200,79000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 49,259200,82000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 50,259200,85000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 51,259200,86000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 52,259200,87000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 53,259200,88000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 54,259200,89000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 55,259200,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 56,259200,93000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 57,259200,96000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 58,259200,99000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 59,259200,102000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 60,259200,105000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 61,345600,107000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 62,345600,109000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 63,345600,111000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 64,345600,113000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 65,345600,115000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 66,345600,117000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 67,345600,119000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 68,345600,121000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 69,345600,123000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 70,345600,125000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 71,345600,130000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 72,345600,135000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 73,345600,140000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 74,345600,145000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 75,345600,150000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 76,345600,155000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 77,345600,160000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 78,345600,165000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 79,345600,170000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 80,345600,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 81,432000,180000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 82,432000,185000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 83,432000,195000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 84,432000,205000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 85,432000,215000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 86,518400,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 87,518400,230000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 88,518400,240000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 89,518400,250000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 90,518400,255000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 91,604800,280000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 92,604800,290000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 93,604800,300000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 94,604800,310000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 95,604800,320000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 96,691200,340000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 97,691200,350000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 98,691200,360000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 99,691200,370000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 100,691200,380000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 101,691200,400000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 102,691200,410000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 103,691200,420000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 104,691200,430000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 105,691200,450000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 106,691200,460000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 107,691200,470000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 108,691200,475000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 109,691200,485000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Barbarian King 110,691200,490000,DE,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Barbarian_King_info.png
Archer Queen 1,0,0,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 2,7200,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 3,14400,5500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 4,28800,6000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 5,36000,6500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 6,43200,7000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 7,50400,7500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 8,57600,8000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 9,64800,8500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 10,72000,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 11,79200,10500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 12,86400,11000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 13,86400,11500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 14,86400,12000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 15,86400,12500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 16,86400,13000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 17,86400,13500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 18,86400,14000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 19,86400,14500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 20,86400,15000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 21,86400,17000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 22,86400,19000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 23,86400,21000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 24,86400,23000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 25,86400,25000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 26,172800,27000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 27,172800,29000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 28,172800,31000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 29,172800,33000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 30,172800,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 31,194400,37000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 32,194400,39000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 33,194400,41000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 34,194400,43000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 35,194400,45000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 36,194400,47000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 37,194400,49000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 38,194400,51000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 39,194400,53000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 40,194400,55000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 41,259200,58000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 42,259200,61000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 43,259200,64000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
